arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_15,capacity_18
609,442,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
609,608,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
610,611,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
610,495,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
611,610,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
611,612,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
612,611,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
612,613,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
613,612,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
613,614,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
614,613,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
614,615,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
615,602,305780823,67219365,1010800714,8925429,196897061,70885918,55852795,16022597,179247256,3505184,32151677,2665879,37981393,43301069,327918838
615,614,336745970,74026390,1113160280,9829270,216836004,78064238,61508774,17645139,197398877,3860140,35407543,2935841,41827610,47685987,361125809
616,628,89024796,19570195,294283752,2598542,57324460,20637672,16260940,4664806,52185910,1020496,9360614,776142,11057874,12606640,95470041
616,617,1124727467,247247247,3717941869,32829643,724229629,260733613,205438563,58934551,659309861,12892821,118260765,9805676,139703713,159270621,1206155834
616,647,934251071,205375091,3088295854,27269832,601578895,216577495,170646848,48953786,547653509,10709378,98232905,8145052,116044418,132297603,1001889269
617,616,1124727467,247247247,3717941869,32829643,724229629,260733613,205438563,58934551,659309861,12892821,118260765,9805676,139703713,159270621,1206155834
617,618,1302165906,286253288,4304489119,38008889,838485019,301867280,237848812,68232142,763323425,14926809,136917734,11352632,161743550,184397357,1396440517
618,635,543519812,119481191,1796679751,15864786,349980918,125998420,99277320,28479874,318608714,6230401,57149016,4738551,67511231,76966857,582869727
618,617,1302165906,286253288,4304489119,38008889,838485019,301867280,237848812,68232142,763323425,14926809,136917734,11352632,161743550,184397357,1396440517
618,640,758646094,166772097,2507809368,22144102,488504101,175868860,138571492,39752268,444714711,8696408,79768717,6614080,94232318,107430500,813570789
619,529,285816452,62830626,944805731,8342689,184041690,66257790,52206177,14976485,167544237,3276332,30052500,2491824,35501595,40473950,306509080
619,620,200051145,43976960,661296670,5839288,128816065,46375730,36540602,10482472,117269024,2293198,21034608,1744099,24848586,28328880,214534509
620,619,200051145,43976960,661296670,5839288,128816065,46375730,36540602,10482472,117269024,2293198,21034608,1744099,24848586,28328880,214534509
620,621,170104588,37393851,562304195,4965178,109533008,39433538,31070675,8913303,99714496,1949919,17885843,1483017,21128889,24088203,182419873
621,620,170104588,37393851,562304195,4965178,109533008,39433538,31070675,8913303,99714496,1949919,17885843,1483017,21128889,24088203,182419873
621,622,194347039,42723034,642440960,5672791,125143102,45053408,35498712,10183583,113925304,2227812,20434843,1694369,24140073,27521132,208417436
622,621,194347039,42723034,642440960,5672791,125143102,45053408,35498712,10183583,113925304,2227812,20434843,1694369,24140073,27521132,208417436
622,623,194347039,42723034,642440960,5672791,125143102,45053408,35498712,10183583,113925304,2227812,20434843,1694369,24140073,27521132,208417436
623,622,194347039,42723034,642440960,5672791,125143102,45053408,35498712,10183583,113925304,2227812,20434843,1694369,24140073,27521132,208417436
623,624,204736660,45006970,676785288,5976053,131833142,47461923,37396441,10727988,120015651,2346909,21527272,1784949,25430580,28992388,219559249
624,623,204736660,45006970,676785288,5976053,131833142,47461923,37396441,10727988,120015651,2346909,21527272,1784949,25430580,28992388,219559249
624,625,215126282,47290906,711129616,6279315,138523182,49870439,39294171,11272393,126105997,2466006,22619700,1875528,26721087,30463643,230701061
625,624,215126282,47290906,711129616,6279315,138523182,49870439,39294171,11272393,126105997,2466006,22619700,1875528,26721087,30463643,230701061
625,626,215126282,47290906,711129616,6279315,138523182,49870439,39294171,11272393,126105997,2466006,22619700,1875528,26721087,30463643,230701061
626,627,215126282,47290906,711129616,6279315,138523182,49870439,39294171,11272393,126105997,2466006,22619700,1875528,26721087,30463643,230701061
626,625,215126282,47290906,711129616,6279315,138523182,49870439,39294171,11272393,126105997,2466006,22619700,1875528,26721087,30463643,230701061
627,628,215126282,47290906,711129616,6279315,138523182,49870439,39294171,11272393,126105997,2466006,22619700,1875528,26721087,30463643,230701061
627,626,215126282,47290906,711129616,6279315,138523182,49870439,39294171,11272393,126105997,2466006,22619700,1875528,26721087,30463643,230701061
628,627,215126282,47290906,711129616,6279315,138523182,49870439,39294171,11272393,126105997,2466006,22619700,1875528,26721087,30463643,230701061
628,616,89024796,19570195,294283752,2598542,57324460,20637672,16260940,4664806,52185910,1020496,9360614,776142,11057874,12606640,95470041
629,630,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
630,629,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
630,631,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
631,630,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
631,632,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
632,631,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
632,633,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
633,632,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
633,634,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
634,633,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
634,492,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
635,450,543519812,119481191,1796679751,15864786,349980918,125998420,99277320,28479874,318608714,6230401,57149016,4738551,67511231,76966857,582869727
635,618,543519812,119481191,1796679751,15864786,349980918,125998420,99277320,28479874,318608714,6230401,57149016,4738551,67511231,76966857,582869727
636,637,209422176,46036980,692273907,6112818,134850219,48548117,38252280,10973504,122762278,2400619,22019936,1825798,26012573,29655895,224583988
637,542,52151826,11464462,172395058,1522258,33581377,12089803,9525859,2732701,30571150,597819,5483563,454673,6477839,7385125,55927530
637,636,209422176,46036980,692273907,6112818,134850219,48548117,38252280,10973504,122762278,2400619,22019936,1825798,26012573,29655895,224583988
637,638,294780047,64801080,974436132,8604327,189813489,68335725,53843434,15446168,172798654,3379082,30994987,2569971,36614974,41743269,316121625
638,637,294780047,64801080,974436132,8604327,189813489,68335725,53843434,15446168,172798654,3379082,30994987,2569971,36614974,41743269,316121625
638,639,294780047,64801080,974436132,8604327,189813489,68335725,53843434,15446168,172798654,3379082,30994987,2569971,36614974,41743269,316121625
639,642,294780047,64801080,974436132,8604327,189813489,68335725,53843434,15446168,172798654,3379082,30994987,2569971,36614974,41743269,316121625
639,638,294780047,64801080,974436132,8604327,189813489,68335725,53843434,15446168,172798654,3379082,30994987,2569971,36614974,41743269,316121625
640,618,758646094,166772097,2507809368,22144102,488504101,175868860,138571492,39752268,444714711,8696408,79768717,6614080,94232318,107430500,813570789
640,641,758646094,166772097,2507809368,22144102,488504101,175868860,138571492,39752268,444714711,8696408,79768717,6614080,94232318,107430500,813570789
641,445,479756055,105464094,1585899855,14003588,308922437,111216746,87630468,25138719,281230705,5499473,50444503,4182642,59591060,67937386,514489583
641,640,758646094,166772097,2507809368,22144102,488504101,175868860,138571492,39752268,444714711,8696408,79768717,6614080,94232318,107430500,813570789
642,520,665546936,146306241,2200057251,19426633,428556095,154286671,121566344,34873968,390140430,7629206,69979699,5802417,82668363,94246897,713731409
642,639,294780047,64801080,974436132,8604327,189813489,68335725,53843434,15446168,172798654,3379082,30994987,2569971,36614974,41743269,316121625
642,643,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
643,642,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
643,644,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
644,643,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
644,645,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
645,644,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
645,646,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
646,645,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
646,647,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
647,616,934251071,205375091,3088295854,27269832,601578895,216577495,170646848,48953786,547653509,10709378,98232905,8145052,116044418,132297603,1001889269
647,646,960326984,211107322,3174493383,28030961,618369584,222622397,175409778,50320137,562939084,11008288,100974687,8372388,119283337,135990166,1029853034
648,973,106544550,23421537,352197717,3109926,68605704,24699090,19461033,5582823,62455906,1221326,11202749,928884,13234023,15087581,114258196
648,655,1939192312,426289902,6410267823,56603038,1248676299,449542341,354205702,101611664,1136745258,22229083,203898610,16906400,240869344,274605514,2079586558
648,656,1925339484,423244654,6364475386,56198688,1239756245,446330987,351675395,100885790,1128624796,22070288,202442038,16785627,239148668,272643840,2064730808
649,650,2087295350,458847183,6899842853,60926014,1344042164,483875494,381257655,109372110,1223562550,23926798,219471074,18197602,259265396,295578117,2238412005
649,651,2086073041,458578485,6895802344,60890336,1343255100,483592139,381034393,109308062,1222846038,23912786,219342553,18186945,259113572,295405028,2237101203
650,649,2087295350,458847183,6899842853,60926014,1344042164,483875494,381257655,109372110,1223562550,23926798,219471074,18197602,259265396,295578117,2238412005
650,547,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
650,549,1982787980,435873476,6554379317,57875551,1276748231,459648661,362168725,103896032,1162300829,22728823,208482527,17286478,246284413,280779018,2126338478
